CHASSIS_NUMBER,SALES_DEALER_ID,SALE_DATE,SALE_PRICE
VIN00859,DEALER_037,2023-02-19,80042.00
VIN00898,DEALER_037,2024-11-01,86796.00
VIN00907,DEALER_037,2024-05-18,87006.00
VIN00912,DEALER_037,2024-05-25,91149.00
VIN00986,DEALER_037,2024-07-17,110733.00
VIN01029,DEALER_037,2024-08-09,89413.00
VIN01039,DEALER_037,2024-08-17,92464.00
VIN01045,DEALER_037,2024-08-03,155943.00
VIN01071,DEALER_037,2024-01-14,84168.00
VIN01079,DEALER_037,2024-10-31,88903.00
VIN01124,DEALER_037,2024-11-01,83231.00
VIN01128,DEALER_037,2023-10-10,89523.00
VIN01159,DEALER_037,2023-06-29,89840.00
VIN01168,DEALER_037,2024-10-10,83721.00
VIN01171,DEALER_037,2023-09-27,84634.00
VIN01172,DEALER_037,2024-11-20,87706.00
VIN01175,DEALER_037,2023-10-03,149989.00
VIN01184,DEALER_037,2023-10-09,207665.00
VIN01189,DEALER_037,2023-12-22,89401.00
VIN01192,DEALER_037,2024-11-21,83405.00
VIN01212,DEALER_037,2023-12-09,85012.00
VIN01216,DEALER_037,2024-10-26,139143.00
VIN01222,DEALER_037,2024-02-19,171816.00
VIN01223,DEALER_037,2023-12-18,83978.00
VIN01245,DEALER_037,2024-10-17,86646.00
VIN01265,DEALER_037,2024-07-01,77225.00
VIN01268,DEALER_037,2023-01-16,92673.00
VIN01293,DEALER_037,2024-09-25,87589.00
VIN01315,DEALER_037,2023-05-13,82353.00
VIN01321,DEALER_037,2023-08-02,92602.00
VIN01351,DEALER_037,2024-08-08,104069.00
VIN01352,DEALER_037,2023-12-31,81615.00
VIN01356,DEALER_037,2023-03-21,87139.00
VIN01378,DEALER_037,2024-09-22,84568.00
VIN01379,DEALER_037,2024-03-16,87097.00
VIN01401,DEALER_037,2024-11-01,76773.00
VIN01408,DEALER_037,2023-07-23,92905.00
VIN01437,DEALER_037,2024-05-03,80893.00
VIN01492,DEALER_037,2024-07-29,104813.00
VIN01494,DEALER_037,2023-11-03,87078.00
VIN00001,DEALER_044,2024-04-30,101199.00
VIN00002,DEALER_006,2023-04-06,90651.00
VIN00003,DEALER_007,2024-01-17,103263.00
VIN00005,DEALER_043,2023-12-29,90358.00
VIN00007,DEALER_015,2024-06-03,128471.00
VIN00008,DEALER_010,2023-08-18,80046.00
VIN00009,DEALER_023,2024-07-23,111044.00
VIN00010,DEALER_008,2024-08-10,83910.00
VIN00011,DEALER_028,2024-07-28,119372.00
VIN00012,DEALER_040,2024-11-22,120059.00
VIN00013,DEALER_015,2024-11-04,144223.00
VIN00014,DEALER_018,2023-01-30,104911.00
VIN00015,DEALER_018,2023-11-13,87635.00
VIN00016,DEALER_023,2023-01-07,104944.00
VIN00017,DEALER_010,2024-02-15,78780.00
VIN00018,DEALER_010,2024-10-10,100004.00
VIN00019,DEALER_006,2023-08-09,88827.00
VIN00020,DEALER_027,2024-04-09,197840.00
VIN00021,DEALER_011,2024-01-14,109211.00
VIN00022,DEALER_047,2023-11-29,169455.00
VIN00024,DEALER_004,2023-06-09,185816.00
VIN00025,DEALER_049,2024-09-24,100630.00
VIN00026,DEALER_015,2024-03-29,143190.00
VIN00027,DEALER_028,2024-03-28,90071.00
VIN00028,DEALER_018,2024-06-08,125229.00
VIN00029,DEALER_023,2023-10-18,92445.00
VIN00030,DEALER_034,2024-11-14,109106.00
VIN00031,DEALER_003,2024-09-05,78295.00
VIN00033,DEALER_014,2023-09-19,85984.00
VIN00034,DEALER_021,2024-05-24,90611.00
VIN00035,DEALER_012,2023-05-13,111458.00
VIN00036,DEALER_035,2024-05-27,88105.00
VIN00037,DEALER_005,2024-02-11,100386.00
VIN00038,DEALER_015,2023-03-21,131758.00
VIN00040,DEALER_015,2023-01-22,132142.00
VIN00041,DEALER_011,2024-09-24,205652.00
VIN00042,DEALER_045,2024-01-06,101887.00
VIN00043,DEALER_028,2023-09-07,90776.00
VIN00044,DEALER_038,2023-03-22,89468.00
VIN00045,DEALER_020,2023-12-14,151260.00
VIN00046,DEALER_022,2023-03-20,93227.00
VIN00047,DEALER_041,2024-06-06,82853.00
VIN00048,DEALER_050,2024-10-22,148207.00
VIN00049,DEALER_010,2023-08-30,182237.00
VIN00050,DEALER_010,2023-06-27,81509.00
VIN00051,DEALER_049,2024-11-02,101469.00
VIN00052,DEALER_012,2024-10-05,137691.00
VIN00053,DEALER_030,2024-08-16,136209.00
VIN00054,DEALER_044,2024-08-01,120069.00
VIN00055,DEALER_041,2023-11-27,142052.00
VIN00056,DEALER_021,2023-03-11,91865.00
VIN00057,DEALER_029,2024-10-08,195345.00
VIN00058,DEALER_018,2024-08-28,100840.00
VIN00059,DEALER_023,2023-11-14,91630.00
VIN00060,DEALER_029,2023-02-08,179228.00
VIN00061,DEALER_024,2023-10-21,146514.00
VIN00062,DEALER_042,2023-04-03,93115.00
VIN00063,DEALER_025,2024-07-21,77844.00
VIN00064,DEALER_029,2024-08-08,82668.00
VIN00065,DEALER_021,2024-05-28,81443.00
VIN00066,DEALER_004,2024-04-06,182283.00
VIN00067,DEALER_022,2023-03-28,160533.00
VIN00068,DEALER_042,2023-09-11,90844.00
VIN00069,DEALER_029,2024-06-20,161129.00
VIN00070,DEALER_040,2024-01-17,85769.00
VIN00071,DEALER_025,2024-02-23,169377.00
VIN00072,DEALER_022,2023-02-23,87465.00
VIN00073,DEALER_005,2024-07-25,89166.00
VIN00074,DEALER_019,2024-11-03,81427.00
VIN00076,DEALER_023,2023-11-14,120497.00
VIN00077,DEALER_045,2023-05-13,140998.00
VIN00078,DEALER_046,2023-03-28,195788.00
VIN00079,DEALER_036,2023-12-03,80687.00
VIN00080,DEALER_043,2024-12-02,79562.00
VIN00081,DEALER_042,2024-06-04,133356.00
VIN00082,DEALER_002,2023-07-04,128518.00
VIN00083,DEALER_022,2024-05-12,105291.00
VIN00084,DEALER_015,2023-06-08,79028.00
VIN00085,DEALER_019,2023-04-14,115635.00
VIN00086,DEALER_050,2024-06-23,122736.00
VIN00087,DEALER_043,2023-12-11,119251.00
VIN00088,DEALER_009,2023-06-07,81816.00
VIN00089,DEALER_012,2024-12-10,186348.00
VIN00090,DEALER_047,2024-02-25,133437.00
VIN00091,DEALER_044,2024-03-30,141507.00
VIN00092,DEALER_019,2024-04-04,84167.00
VIN00093,DEALER_035,2024-04-25,127857.00
VIN00094,DEALER_024,2024-11-25,117691.00
VIN00095,DEALER_029,2024-04-17,169212.00
VIN00096,DEALER_019,2024-05-29,90218.00
VIN00097,DEALER_011,2024-09-11,126035.00
VIN00098,DEALER_017,2023-02-23,120010.00
VIN00099,DEALER_031,2024-01-16,117171.00
VIN00100,DEALER_007,2024-06-12,80585.00
VIN00101,DEALER_015,2023-06-14,130438.00
VIN00102,DEALER_029,2024-06-09,148828.00
VIN00104,DEALER_023,2024-02-29,78245.00
VIN00105,DEALER_026,2023-08-30,134153.00
VIN00106,DEALER_006,2024-01-19,106357.00
VIN00107,DEALER_002,2023-04-12,144919.00
VIN00108,DEALER_042,2023-12-10,103785.00
VIN00109,DEALER_015,2024-04-28,144308.00
VIN00110,DEALER_009,2024-04-25,91199.00
VIN00112,DEALER_017,2023-08-09,103899.00
VIN00113,DEALER_036,2024-09-15,116294.00
VIN00114,DEALER_028,2023-10-23,84286.00
VIN00115,DEALER_020,2023-05-05,145564.00
VIN00116,DEALER_016,2024-03-05,164937.00
VIN00117,DEALER_040,2024-04-13,146058.00
VIN00118,DEALER_008,2024-05-26,77038.00
VIN00119,DEALER_041,2023-09-05,81204.00
VIN00120,DEALER_019,2024-09-21,133061.00
VIN00121,DEALER_016,2023-07-11,79305.00
VIN00122,DEALER_034,2023-03-11,93124.00
VIN00123,DEALER_033,2024-02-04,91905.00
VIN00124,DEALER_003,2024-10-12,111677.00
VIN00125,DEALER_024,2023-01-17,88201.00
VIN00126,DEALER_005,2024-11-03,79896.00
VIN00127,DEALER_050,2023-12-07,80871.00
VIN00128,DEALER_003,2023-12-27,211283.00
VIN00129,DEALER_022,2023-06-29,91724.00
VIN00130,DEALER_045,2024-05-05,119700.00
VIN00131,DEALER_012,2023-05-19,146067.00
VIN00132,DEALER_046,2024-04-13,122711.00
VIN00133,DEALER_019,2023-07-26,145435.00
VIN00134,DEALER_013,2023-11-20,86660.00
VIN00135,DEALER_033,2024-02-12,116794.00
VIN00136,DEALER_031,2024-10-24,82762.00
VIN00137,DEALER_019,2024-01-01,178632.00
VIN00138,DEALER_042,2023-12-06,193405.00
VIN00139,DEALER_008,2024-03-23,134607.00
VIN00140,DEALER_048,2024-03-26,111669.00
VIN00141,DEALER_022,2024-05-23,92802.00
VIN00142,DEALER_024,2024-06-15,85239.00
VIN00143,DEALER_006,2024-03-10,146586.00
VIN00144,DEALER_028,2024-09-08,170946.00
VIN00145,DEALER_012,2024-07-12,153626.00
VIN00146,DEALER_015,2023-12-02,143157.00
VIN00147,DEALER_019,2024-09-09,90462.00
VIN00148,DEALER_011,2023-12-26,91151.00
VIN00149,DEALER_003,2023-12-28,90752.00
VIN00150,DEALER_018,2023-02-28,78958.00
VIN00151,DEALER_043,2024-01-08,138312.00
VIN00152,DEALER_048,2024-11-26,104242.00
VIN00153,DEALER_002,2024-09-14,90858.00
VIN00154,DEALER_003,2023-08-30,147010.00
VIN00155,DEALER_042,2024-01-28,77561.00
VIN00156,DEALER_039,2023-06-07,113743.00
VIN00157,DEALER_024,2024-01-16,204594.00
VIN00158,DEALER_049,2023-03-20,117806.00
VIN00159,DEALER_009,2024-02-12,131801.00
VIN00160,DEALER_042,2023-04-27,122349.00
VIN00161,DEALER_048,2023-07-10,160352.00
VIN00162,DEALER_034,2024-02-01,117404.00
VIN00163,DEALER_008,2023-09-26,107529.00
VIN00164,DEALER_046,2024-04-01,151031.00
VIN00165,DEALER_040,2023-10-20,115095.00
VIN00166,DEALER_013,2023-05-06,148447.00
VIN00167,DEALER_005,2024-03-31,79376.00
VIN00168,DEALER_044,2023-11-24,120883.00
VIN00169,DEALER_023,2024-12-27,146127.00
VIN00170,DEALER_036,2024-07-09,108514.00
VIN00171,DEALER_020,2024-12-29,82204.00
VIN00172,DEALER_024,2023-05-05,83085.00
VIN00173,DEALER_009,2023-08-31,169898.00
VIN00174,DEALER_015,2024-07-21,140252.00
VIN00175,DEALER_024,2024-04-23,117076.00
VIN00176,DEALER_009,2024-09-18,101825.00
VIN00177,DEALER_005,2024-05-05,89960.00
VIN00178,DEALER_050,2024-02-24,170979.00
VIN00180,DEALER_021,2024-04-05,91764.00
VIN00181,DEALER_044,2024-06-13,110289.00
VIN00182,DEALER_009,2024-07-18,119964.00
VIN00183,DEALER_038,2023-07-06,169158.00
VIN00184,DEALER_009,2023-02-26,80568.00
VIN00185,DEALER_034,2023-06-18,126807.00
VIN00186,DEALER_021,2024-12-27,106388.00
VIN00187,DEALER_023,2024-06-15,194115.00
VIN00188,DEALER_006,2023-09-14,105432.00
VIN00189,DEALER_041,2023-10-09,80601.00
VIN00190,DEALER_041,2024-06-30,124561.00
VIN00191,DEALER_033,2024-08-29,140526.00
VIN00192,DEALER_010,2024-10-01,87563.00
VIN00193,DEALER_015,2023-01-30,124161.00
VIN00194,DEALER_003,2024-08-13,85172.00
VIN00195,DEALER_042,2024-08-08,90150.00
VIN00196,DEALER_040,2024-05-24,85991.00
VIN00197,DEALER_042,2024-05-09,84524.00
VIN00198,DEALER_044,2024-04-09,78891.00
VIN00199,DEALER_045,2023-03-03,149179.00
VIN00200,DEALER_029,2024-03-01,159867.00
VIN00201,DEALER_030,2023-07-28,110147.00
VIN00202,DEALER_039,2023-11-23,87817.00
VIN00203,DEALER_026,2023-05-14,199783.00
VIN00204,DEALER_033,2024-07-29,147479.00
VIN00205,DEALER_021,2023-05-06,85264.00
VIN00206,DEALER_029,2023-04-10,78158.00
VIN00207,DEALER_019,2024-09-22,90201.00
VIN00208,DEALER_016,2023-06-13,109729.00
VIN00210,DEALER_049,2023-06-13,160327.00
VIN00211,DEALER_033,2024-04-23,208186.00
VIN00212,DEALER_020,2024-05-24,177018.00
VIN00213,DEALER_006,2024-06-01,136482.00
VIN00214,DEALER_016,2023-12-28,78094.00
VIN00215,DEALER_004,2024-09-03,91920.00
VIN00216,DEALER_019,2023-04-21,90620.00
VIN00217,DEALER_009,2024-01-10,89713.00
VIN00218,DEALER_015,2023-02-22,140186.00
VIN00219,DEALER_036,2024-07-20,85956.00
VIN00220,DEALER_005,2024-04-06,85665.00
VIN00221,DEALER_040,2023-05-02,125716.00
VIN00222,DEALER_007,2024-02-08,111228.00
VIN00223,DEALER_022,2024-01-10,81227.00
VIN00224,DEALER_013,2024-02-16,92886.00
VIN00226,DEALER_031,2024-06-15,113974.00
VIN00227,DEALER_010,2024-09-12,115892.00
VIN00228,DEALER_009,2024-09-19,86937.00
VIN00229,DEALER_011,2024-02-07,119201.00
VIN00230,DEALER_048,2024-08-30,87522.00
VIN00231,DEALER_033,2024-06-29,137551.00
VIN00232,DEALER_046,2024-05-01,77045.00
VIN00233,DEALER_024,2023-12-06,166079.00
VIN00234,DEALER_008,2024-03-02,213753.00
VIN00235,DEALER_020,2024-12-05,77373.00
VIN00236,DEALER_039,2024-04-30,107700.00
VIN00237,DEALER_042,2024-08-15,83956.00
VIN00238,DEALER_015,2024-05-06,127087.00
VIN00239,DEALER_034,2024-10-06,119307.00
VIN00240,DEALER_050,2023-06-01,84436.00
VIN00241,DEALER_003,2024-12-18,80101.00
VIN00242,DEALER_015,2023-11-18,135222.00
VIN00243,DEALER_010,2023-07-28,89947.00
VIN00244,DEALER_033,2024-04-27,78540.00
VIN00245,DEALER_046,2023-05-22,160996.00
VIN00246,DEALER_014,2024-07-28,154651.00
VIN00247,DEALER_043,2024-01-21,86781.00
VIN00248,DEALER_012,2024-06-29,132717.00
VIN00249,DEALER_035,2023-12-29,120079.00
VIN00250,DEALER_045,2024-05-10,82800.00
VIN00251,DEALER_016,2023-10-13,117287.00
VIN00252,DEALER_020,2023-11-01,85970.00
VIN00253,DEALER_046,2024-12-22,137523.00
VIN00254,DEALER_021,2024-07-27,85460.00
VIN00255,DEALER_019,2024-11-23,88941.00
VIN00256,DEALER_026,2023-12-20,185099.00
VIN00257,DEALER_019,2023-02-13,194350.00
VIN00258,DEALER_015,2024-03-28,142994.00
VIN00259,DEALER_017,2024-05-05,189523.00
VIN00260,DEALER_013,2024-07-05,107884.00
VIN00261,DEALER_036,2024-12-13,193300.00
VIN00262,DEALER_009,2023-04-22,164174.00
VIN00263,DEALER_048,2024-08-23,151840.00
VIN00264,DEALER_016,2023-02-21,210302.00
VIN00265,DEALER_015,2024-10-15,151629.00
VIN00266,DEALER_004,2023-12-05,91979.00
VIN00267,DEALER_007,2024-11-28,184509.00
VIN00269,DEALER_027,2024-05-02,92145.00
VIN00270,DEALER_042,2023-07-24,108412.00
VIN00271,DEALER_021,2023-10-20,179377.00
VIN00272,DEALER_050,2023-04-02,120374.00
VIN00274,DEALER_027,2023-06-30,177881.00
VIN00275,DEALER_026,2024-05-22,187710.00
VIN00276,DEALER_048,2023-10-24,177955.00
VIN00278,DEALER_039,2023-04-20,174423.00
VIN00279,DEALER_022,2023-10-19,113888.00
VIN00280,DEALER_042,2024-05-20,125897.00
VIN00281,DEALER_033,2024-04-24,193380.00
VIN00282,DEALER_013,2023-04-26,154835.00
VIN00283,DEALER_011,2024-10-25,129930.00
VIN00284,DEALER_046,2023-12-12,86167.00
VIN00286,DEALER_013,2024-10-16,134787.00
VIN00287,DEALER_028,2023-03-30,89634.00
VIN00288,DEALER_015,2023-05-24,137145.00
VIN00289,DEALER_021,2023-01-07,130045.00
VIN00290,DEALER_025,2023-08-30,158638.00
VIN00291,DEALER_049,2023-12-04,86394.00
VIN00292,DEALER_038,2023-01-12,85070.00
VIN00293,DEALER_042,2024-01-04,106743.00
VIN00294,DEALER_004,2024-04-21,86553.00
VIN00295,DEALER_011,2024-05-29,144554.00
VIN00296,DEALER_050,2023-05-01,86167.00
VIN00297,DEALER_024,2023-08-13,125876.00
VIN00298,DEALER_031,2023-06-06,205317.00
VIN00299,DEALER_048,2024-09-12,111242.00
VIN00300,DEALER_027,2024-04-27,83656.00
VIN00301,DEALER_049,2023-09-11,180865.00
VIN00302,DEALER_034,2024-12-21,88354.00
VIN00303,DEALER_005,2023-04-25,78523.00
VIN00304,DEALER_036,2023-07-27,81410.00
VIN00305,DEALER_011,2023-12-02,209601.00
VIN00306,DEALER_029,2023-07-30,92517.00
VIN00307,DEALER_006,2024-06-06,113597.00
VIN00308,DEALER_004,2024-04-09,184147.00
VIN00309,DEALER_033,2024-07-31,78391.00
VIN00310,DEALER_036,2023-11-12,145200.00
VIN00311,DEALER_002,2023-01-04,145938.00
VIN00312,DEALER_014,2023-02-16,135383.00
VIN00313,DEALER_023,2024-07-08,123474.00
VIN00314,DEALER_005,2024-04-28,77539.00
VIN00315,DEALER_019,2024-02-23,149897.00
VIN00316,DEALER_050,2023-05-19,120021.00
VIN00317,DEALER_047,2024-10-23,203048.00
VIN00318,DEALER_024,2024-01-27,113697.00
VIN00319,DEALER_025,2024-01-20,146629.00
VIN00320,DEALER_044,2024-11-08,116671.00
VIN00321,DEALER_009,2023-12-23,80387.00
VIN00322,DEALER_012,2024-02-07,138829.00
VIN00323,DEALER_009,2023-08-17,99113.00
VIN00324,DEALER_049,2023-01-24,153776.00
VIN00325,DEALER_030,2024-07-11,135397.00
VIN00326,DEALER_035,2024-01-24,106525.00
VIN00327,DEALER_016,2023-06-08,85532.00
VIN00328,DEALER_013,2023-04-26,100055.00
VIN00329,DEALER_043,2024-03-05,119149.00
VIN00330,DEALER_050,2023-01-17,129386.00
VIN00331,DEALER_015,2024-08-31,122600.00
VIN00332,DEALER_029,2024-09-04,178690.00
VIN00333,DEALER_016,2024-02-16,90883.00
VIN00334,DEALER_015,2023-02-27,81091.00
VIN00335,DEALER_033,2023-08-28,86949.00
VIN00337,DEALER_016,2023-05-27,83743.00
VIN00338,DEALER_027,2023-11-04,108016.00
VIN00339,DEALER_004,2024-07-24,214275.00
VIN00340,DEALER_048,2023-06-29,119512.00
VIN00341,DEALER_044,2024-05-22,123036.00
VIN00342,DEALER_023,2024-10-20,120998.00
VIN00343,DEALER_025,2023-11-23,144316.00
VIN00344,DEALER_027,2024-02-23,103889.00
VIN00345,DEALER_020,2024-07-04,92016.00
VIN00346,DEALER_016,2023-08-19,195209.00
VIN00347,DEALER_046,2023-05-28,114172.00
VIN00348,DEALER_004,2024-07-29,202545.00
VIN00349,DEALER_027,2023-05-18,134227.00
VIN00350,DEALER_016,2023-12-05,79090.00
VIN00351,DEALER_029,2024-01-15,181559.00
VIN00352,DEALER_035,2023-07-15,78188.00
VIN00353,DEALER_018,2024-01-22,118823.00
VIN00354,DEALER_039,2023-02-10,172626.00
VIN00355,DEALER_005,2024-08-24,83611.00
VIN00356,DEALER_031,2023-08-02,109910.00
VIN00357,DEALER_020,2023-01-16,128440.00
VIN00358,DEALER_013,2023-05-01,92193.00
VIN00359,DEALER_016,2024-12-21,83201.00
VIN00360,DEALER_026,2024-07-19,87038.00
VIN00361,DEALER_050,2024-04-22,88272.00
VIN00362,DEALER_020,2023-09-25,110784.00
VIN00363,DEALER_033,2024-05-24,114270.00
VIN00364,DEALER_007,2024-04-25,86993.00
VIN00365,DEALER_014,2024-02-28,122998.00
VIN00367,DEALER_002,2023-09-25,211761.00
VIN00368,DEALER_038,2024-03-03,131172.00
VIN00369,DEALER_010,2023-07-20,197118.00
VIN00370,DEALER_015,2023-09-09,92861.00
VIN00371,DEALER_036,2024-12-02,87561.00
VIN00372,DEALER_017,2024-05-15,120027.00
VIN00373,DEALER_048,2024-05-17,205700.00
VIN00374,DEALER_011,2023-12-27,104546.00
VIN00375,DEALER_009,2024-05-15,82530.00
VIN00376,DEALER_035,2023-03-02,138668.00
VIN00377,DEALER_003,2023-03-18,174971.00
VIN00378,DEALER_043,2023-02-19,169045.00
VIN00380,DEALER_041,2024-12-25,126448.00
VIN00382,DEALER_004,2024-09-24,207167.00
VIN00383,DEALER_043,2023-01-07,89978.00
VIN00385,DEALER_047,2023-10-09,116555.00
VIN00386,DEALER_019,2023-01-18,115456.00
VIN00387,DEALER_045,2024-11-21,113109.00
VIN00388,DEALER_012,2023-04-09,81379.00
VIN00389,DEALER_016,2024-06-23,84771.00
VIN00390,DEALER_023,2023-10-01,112005.00
VIN00391,DEALER_006,2024-01-18,112304.00
VIN00392,DEALER_030,2024-08-01,151969.00
VIN00393,DEALER_045,2023-08-20,153829.00
VIN00394,DEALER_044,2023-03-24,165421.00
VIN00395,DEALER_042,2023-04-06,134780.00
VIN00396,DEALER_025,2024-05-02,123338.00
VIN00398,DEALER_032,2024-03-20,120132.00
VIN00399,DEALER_022,2024-08-02,102124.00
VIN00400,DEALER_034,2023-08-24,83427.00
VIN00401,DEALER_045,2024-05-01,130383.00
VIN00402,DEALER_003,2023-03-18,108187.00
VIN00403,DEALER_035,2024-07-31,120564.00
VIN00404,DEALER_003,2023-07-03,109305.00
VIN00405,DEALER_002,2024-08-24,81224.00
VIN00406,DEALER_049,2024-02-12,124021.00
VIN00407,DEALER_020,2023-09-04,140069.00
